	Dataset	Detection threshold	Handle	LM_Group_COLOR	Platform_Category	Platform_Colour	Platform_Symbol	chip_id	dataset_name	description	display_metadata	final_cell_type	generic_sample_type	labelling	name	number of samples	organism	parental_cell_type	platform	project	replicate_group_id	sample types	sample_type	Feeder	Day	sex	species	K Means	Year
5025_GSM574068	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574068	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (H9) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	H9				Homo sapiens	0	2010
5025_GSM574069	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574069	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (H9) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	H9				Homo sapiens	0	2010
5025_GSM574070	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574070	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR1) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR1				Homo sapiens	0	2010
5025_GSM574071	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574071	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR1) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR1				Homo sapiens	0	2010
5025_GSM574072	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574072	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR2) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR2				Homo sapiens	0	2010
5025_GSM574073	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574073	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR2) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR2				Homo sapiens	0	2010
5025_GSM574074	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574074	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR3) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR3				Homo sapiens	0	2010
5025_GSM574075	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574075	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR3) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR3				Homo sapiens	0	2010
5025_GSM574076	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574076	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR7) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR7				Homo sapiens	0	2010
5025_GSM574077	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574077	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	embryonic stem cell		embryonic stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hESC (WIBR7) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	WIBR7				Homo sapiens	0	2010
5025_GSM574078	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574078	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (4) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line 4				Homo sapiens	0	2010
5025_GSM574079	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574079	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (4) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line 4				Homo sapiens	0	2010
5025_GSM574080	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574080	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (A1) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line A1				Homo sapiens	0	2010
5025_GSM574081	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574081	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (A1) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line A1				Homo sapiens	0	2010
5025_GSM574082	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574082	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (A6) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line A6				Homo sapiens	0	2010
5025_GSM574083	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574083	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (A6) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line A6				Homo sapiens	0	2010
5025_GSM574084	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574084	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (C1) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line C1				Homo sapiens	0	2010
5025_GSM574085	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574085	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (C1) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line C1				Homo sapiens	0	2010
5025_GSM574086	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574086	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (PDB1lox_17puro) rep1	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line PDB1lox				Homo sapiens	0	2010
5025_GSM574087	5025	7.75	Guenther_2010_20682450	conventional	HG-U133_Plus_2	"rgb(255,109,182)"	circle-open	GSM574087	Guenther	"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs) should provide a robust means to assess whether the genomes of these cells have similar pluripotent states. Recent studies have suggested that ESCs and iPSCs represent different pluripotent states with substantially different gene expression profiles. We describe here a comparison of global chromatin structure and gene expression data for a panel of human ESCs and iPSCs. Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ESCs and iPSCs with respect to these marks. Gene expression profiles confirm that the transcriptional programs of ESCs and iPSCs show very few consistent differences. Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ESCs from iPSCs. [Abstract from original publication; Cell Stem Cell. 2010 Aug 6;7(2):249-57.]"	induced pluripotent stem cell		induced pluripotent stem cell		Guenther	39	Homo sapiens		Microarray (Affymetrix HG-U133_Plus_2)		hiPSC (PDB1lox_17puro) rep2	"fibroblast, BG01, BG03, H9, WIBR1, WIBR2, WIBR3, WIBR7, iPSC line 4, iPSC line A1, iPSC line A6, iPSC line C1, iPSC line PDB1lox, iPSC line PDB1lox 21Puro, iPSC line PDB2lox, iPSC line PDB2lox 21puro"	iPSC line PDB1lox				Homo sapiens	0	2010
